GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
929	NA	7.90e-01	0.695	0.26681	0.1855155	46.43	CD14	CD14 molecule
4695	NA	6.97e-01	0.45	-0.3897045	-0.1752929	48.36	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
100500820	NA	5.78e-01	0.822	-0.5563344	-0.45719	14.71	MIR3655	microRNA 3655
54853	NA	2.24e-01	0.304	-1.2157549	-0.3689835	82.72	WDR55	WD repeat domain 55
373863	NA	6.96e-01	0.497	-0.3907006	-0.1940378	17.83	DND1	DND microRNA-mediated repression inhibitor 1
23438	NA	7.94e-01	0.384	-0.2608446	-0.1001943	92.53	HARS2	histidyl-tRNA synthetase 2, mitochondrial
56147	NA	6.24e-01	0.428	-0.4897818	-0.2097364	38.67	PCDHA1	protocadherin alpha 1
56146	NA	8.38e-01	0.473	0.2044779	0.0967611	32.34	PCDHA2	protocadherin alpha 2
56145	NA	8.04e-01	0.604	-0.2484727	-0.1501005	42.3	PCDHA3	protocadherin alpha 3
56144	NA	1.95e-01	0.416	1.2962418	0.5387965	69.44	PCDHA4	protocadherin alpha 4
56143	NA	5.88e-01	0.397	-0.5417172	-0.2150666	38.4	PCDHA5	protocadherin alpha 5
56142	NA	2.31e-01	0.411	-1.1980997	-0.4918489	49.54	PCDHA6	protocadherin alpha 6
56141	NA	7.15e-01	0.435	-0.3657925	-0.1592879	27.02	PCDHA7	protocadherin alpha 7
56140	NA	8.90e-01	0.512	-0.1377371	-0.0705462	43.2	PCDHA8	protocadherin alpha 8
9752	NA	4.77e-01	0.375	-0.7114458	-0.2664694	50.06	PCDHA9	protocadherin alpha 9
56139	NA	6.65e-01	0.366	-0.433505	-0.1586801	113.22	PCDHA10	protocadherin alpha 10
56138	NA	9.60e-01	0.466	-0.0504422	-0.0234869	35.21	PCDHA11	protocadherin alpha 11
112267934	NA	5.81e-01	0.468	-0.5520141	-0.2581047	22.85	LOC112267934	uncharacterized LOC112267934
56137	NA	9.29e-01	0.501	0.0886383	0.0444483	28.1	PCDHA12	protocadherin alpha 12
56136	NA	8.84e-01	0.541	0.1455532	0.0787598	36.68	PCDHA13	protocadherin alpha 13
56135	NA	4.28e-01	0.374	-0.7920055	-0.2963345	40.47	PCDHAC1	protocadherin alpha subfamily C, 1
56134	NA	5.62e-01	0.462	0.5795814	0.2679266	74.26	PCDHAC2	protocadherin alpha subfamily C, 2
56133	NA	6.18e-01	0.596	-0.4989499	-0.2972723	34.23	PCDHB2	protocadherin beta 2
56132	NA	5.83e-01	0.463	0.548285	0.2539161	30.89	PCDHB3	protocadherin beta 3
56131	NA	3.32e-01	0.396	0.9706651	0.3844395	65.54	PCDHB4	protocadherin beta 4
26167	NA	5.51e-01	0.347	0.5967106	0.2070813	59.02	PCDHB5	protocadherin beta 5
56130	NA	8.63e-01	0.434	-0.1724556	-0.0748846	45.15	PCDHB6	protocadherin beta 6
54661	NA	1.67e-01	0.523	-1.3815936	-0.7230298	25.93	PCDHB17P	protocadherin beta 17 pseudogene
56129	NA	8.34e-01	0.472	0.2091338	0.0987914	33.52	PCDHB7	protocadherin beta 7
56128	NA	9.88e-01	0.484	0.015253	0.0073833	41.96	PCDHB8	protocadherin beta 8
57717	NA	5.15e-01	0.326	0.651606	0.212553	52.54	PCDHB16	protocadherin beta 16
56127	NA	5.68e-01	0.358	0.5704388	0.2040843	47.73	PCDHB9	protocadherin beta 9
56126	NA	1.01e-01	0.394	1.6397021	0.6466583	48.15	PCDHB10	protocadherin beta 10
56125	NA	9.86e-01	0.387	-0.0179019	-0.0069293	53.53	PCDHB11	protocadherin beta 11
56124	NA	3.93e-01	0.539	0.8549279	0.460609	54.88	PCDHB12	protocadherin beta 12
56123	NA	9.56e-01	0.349	-0.0551402	-0.0192505	82.45	PCDHB13	protocadherin beta 13
56122	NA	3.39e-01	0.345	0.9565884	0.3299008	102.36	PCDHB14	protocadherin beta 14
54660	NA	7.33e-01	0.383	0.3410707	0.1307942	43.44	PCDHB18P	protocadherin beta 18 pseudogene
84054	NA	3.11e-01	0.446	-1.0135437	-0.45237	42.66	PCDHB19P	protocadherin beta 19 pseudogene
56121	NA	8.97e-01	0.424	-0.1297	-0.055043	64.31	PCDHB15	protocadherin beta 15
56114	NA	9.81e-01	0.422	0.0242542	0.0102272	51.52	PCDHGA1	protocadherin gamma subfamily A, 1
56113	NA	3.03e-02	0.358	2.1658493	0.7744419	74.26	PCDHGA2	protocadherin gamma subfamily A, 2
56112	NA	6.69e-01	0.334	0.427663	0.1426772	81.49	PCDHGA3	protocadherin gamma subfamily A, 3
56104	NA	6.42e-01	0.358	0.4648757	0.1662023	71.67	PCDHGB1	protocadherin gamma subfamily B, 1
56111	NA	1.10e-01	0.365	1.599207	0.5842963	67.21	PCDHGA4	protocadherin gamma subfamily A, 4
56103	NA	2.38e-02	0.302	2.2598691	0.6822052	103.04	PCDHGB2	protocadherin gamma subfamily B, 2
56110	NA	2.09e-01	0.262	1.255348	0.3285239	69.57	PCDHGA5	protocadherin gamma subfamily A, 5
56102	NA	2.21e-02	0.356	2.2894925	0.8157704	70.07	PCDHGB3	protocadherin gamma subfamily B, 3
56109	NA	8.90e-01	0.4	0.1377205	0.0551493	83.43	PCDHGA6	protocadherin gamma subfamily A, 6
56108	NA	1.14e-01	0.283	1.5789556	0.4474756	80.88	PCDHGA7	protocadherin gamma subfamily A, 7
8641	NA	1.95e-01	0.358	1.2967748	0.4641682	78.52	PCDHGB4	protocadherin gamma subfamily B, 4
9708	NA	4.29e-02	0.33	2.0248666	0.6676094	68.94	PCDHGA8	protocadherin gamma subfamily A, 8
56101	NA	4.57e-01	0.312	0.7431584	0.2316357	81.86	PCDHGB5	protocadherin gamma subfamily B, 5
56107	NA	2.02e-01	0.324	1.2755052	0.4136641	96.69	PCDHGA9	protocadherin gamma subfamily A, 9
56100	NA	1.31e-01	0.379	1.5084848	0.5711992	77.24	PCDHGB6	protocadherin gamma subfamily B, 6
56106	NA	2.38e-01	0.317	1.1799401	0.3743786	99.54	PCDHGA10	protocadherin gamma subfamily A, 10
56099	NA	8.99e-02	0.37	1.6960182	0.6268762	116.45	PCDHGB7	protocadherin gamma subfamily B, 7
56105	NA	7.17e-01	0.288	0.3624858	0.1045567	88.31	PCDHGA11	protocadherin gamma subfamily A, 11
56120	NA	7.64e-02	0.432	1.7721584	0.7661904	45.13	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene
26025	NA	3.01e-01	0.34	1.0348082	0.3515338	85.6	PCDHGA12	protocadherin gamma subfamily A, 12
56098	NA	6.60e-01	0.345	-0.4400176	-0.1516529	96.81	PCDHGC4	protocadherin gamma subfamily C, 4
56097	NA	9.68e-01	0.377	0.0402667	0.0151923	129.26	PCDHGC5	protocadherin gamma subfamily C, 5
100505658	NA	2.52e-01	1.016	1.1449449	1.1628626	18.56	DIAPH1-AS1	DIAPH1 antisense RNA 1
8841	NA	8.33e-01	0.266	-0.2106934	-0.0560687	85.96	HDAC3	histone deacetylase 3
285613	NA	7.03e-01	0.481	-0.3816393	-0.1836302	49.2	RELL2	RELT like 2
89848	NA	5.07e-01	0.398	0.6627581	0.2638279	80.29	FCHSD1	FCH and double SH3 domains 1
64411	NA	6.73e-01	0.505	0.4225071	0.2135448	76.49	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
107986454	NA	5.76e-01	0.439	0.5586783	0.245247	94.64	LOC107986454	uncharacterized LOC107986454
9812	NA	8.65e-01	0.243	0.1699533	0.0412995	207.26	DELE1	DAP3 binding cell death enhancer 1
51294	NA	3.93e-01	0.45	-0.8538184	-0.3838928	61.68	PCDH12	protocadherin 12
9604	NA	2.75e-01	0.31	-1.0914499	-0.3378789	205.4	RNF14	ring finger protein 14
10007	NA	6.55e-01	0.331	0.4466504	0.1476998	76.34	GNPDA1	glucosamine-6-phosphate deaminase 1
105378204	NA	4.50e-01	1.18	0.7561033	0.8923235	12.2	LOC105378204	uncharacterized LOC105378204
107986455	NA	5.67e-01	0.71	0.5727497	0.4067667	19.52	LOC107986455	uncharacterized LOC107986455
81848	NA	5.83e-01	0.325	0.5492422	0.1784867	104.38	SPRY4	sprouty RTK signaling antagonist 4
101926975	NA	9.11e-01	1.043	0.1119807	0.1167717	10.69	LINC01844	long intergenic non-protein coding RNA 1844
100874239	NA	9.85e-01	0.99	-0.0189803	-0.0187962	12.01	ARHGAP26-AS1	ARHGAP26 antisense RNA 1
107986457	NA	5.93e-02	0.414	1.8863152	0.7806296	49.16	LOC107986457	uncharacterized LOC107986457
100874372	NA	4.11e-01	1.217	0.8227655	1.0011005	8.87	ARHGAP26-IT1	ARHGAP26 intronic transcript 1
81555	NA	3.73e-01	0.397	0.8912294	0.3533971	99.43	YIPF5	Yip1 domain family member 5
153768	NA	9.85e-01	0.242	-0.0186829	-0.0045194	134.33	PRELID2	PRELI domain containing 2
107986458	NA	4.50e-01	1.101	0.754664	0.8311364	16.37	LOC107986458	uncharacterized LOC107986458
153769	NA	4.78e-01	0.551	-0.7098089	-0.3911099	35.44	SH3RF2	SH3 domain containing ring finger 2
153770	NA	8.94e-01	0.6	-0.1326554	-0.0795481	24.3	PLAC8L1	PLAC8 like 1
134391	NA	3.80e-01	0.994	0.8775833	0.8722243	11.08	GPR151	G protein-coupled receptor 151
105378215	NA	9.34e-01	0.491	0.0825269	0.0405465	36.07	CTB-99A3.1	uncharacterized CTB-99A3.1
107986461	NA	8.80e-01	0.397	0.1510497	0.0600059	79.07	LOC107986461	uncharacterized LOC107986461
105378214	NA	2.14e-01	0.394	1.2420089	0.4897144	190.13	LOC105378214	uncharacterized LOC105378214
100874361	NA	6.59e-01	0.541	0.4411069	0.2384361	18.85	PPP2R2B-IT1	PPP2R2B intronic transcript 1
105378217	NA	2.38e-01	0.954	1.1796478	1.1256295	19.39	STK32A-AS1	STK32A antisense RNA 1
202374	NA	7.70e-01	0.332	0.291861	0.0968334	128.98	STK32A	serine/threonine kinase 32A
153469	NA	4.58e-02	0.353	-1.9972493	-0.7048679	63.66	JAKMIP2-AS1	JAKMIP2 antisense RNA 1
101927012	NA	5.66e-01	0.476	0.574609	0.2733168	58.02	LOC101927012	
105378218	NA	4.72e-01	0.519	0.7189851	0.3734483	30.31	LOC105378218	uncharacterized LOC105378218
11005	NA	6.53e-01	0.829	-0.4497483	-0.3729163	23	SPINK5	serine peptidase inhibitor Kazal type 5
102546294	NA	9.95e-02	0.596	-1.6472668	-0.9821193	21.49	FBXO38-DT	FBXO38 divergent transcript
84651	NA	6.37e-01	1.012	0.47148	0.4769313	7.6	SPINK7	serine peptidase inhibitor Kazal type 7
643394	NA	4.03e-01	0.511	0.8371364	0.4281344	23.2	SPINK9	serine peptidase inhibitor Kazal type 9
3360	NA	6.17e-01	0.649	0.499499	0.3242943	38.52	HTR4	5-hydroxytryptamine receptor 4
154	NA	1.93e-01	0.533	1.3023926	0.6936338	25.26	ADRB2	adrenoceptor beta 2
134265	NA	7.63e-01	0.522	-0.301573	-0.1573009	54.72	AFAP1L1	actin filament associated protein 1 like 1
134266	NA	6.16e-01	0.395	-0.5018647	-0.198368	74.81	GRPEL2	GrpE like 2, mitochondrial
78991	NA	4.34e-01	0.472	0.7815619	0.3688424	76.36	PCYOX1L	prenylcysteine oxidase 1 like
728264	NA	6.48e-01	0.83	0.4562939	0.3789413	11.57	CARMN	cardiac mesoderm enhancer-associated non-coding RNA
133522	NA	8.11e-01	0.278	-0.2393066	-0.0664077	178.22	PPARGC1B	PPARG coactivator 1 beta
5145	NA	5.24e-01	0.941	0.6377586	0.6001922	32.02	PDE6A	phosphodiesterase 6A
1836	NA	1.07e-01	0.372	1.6102218	0.599036	163.34	SLC26A2	solute carrier family 26 member 2
81789	NA	9.57e-01	0.533	0.0544102	0.0290247	39.24	TIGD6	tigger transposable element derived 6
22993	NA	9.00e-01	0.308	-0.1251703	-0.038568	187.5	HMGXB3	HMG-box containing 3
1436	NA	3.88e-01	0.407	0.8626525	0.3510193	193.18	CSF1R	colony stimulating factor 1 receptor
6534	NA	9.82e-01	0.492	-0.0223402	-0.0109809	129.35	SLC6A7	solute carrier family 6 member 7
340075	NA	9.22e-01	1.139	0.0974423	0.1109955	17.89	ARSI	arylsulfatase family member I
105378226	NA	1.82e-01	1.236	1.3343214	1.6495699	12.64	LOC105378226	uncharacterized LOC105378226
91977	NA	6.55e-01	0.757	0.4473005	0.3387446	26.09	MYOZ3	myozenin 3
55696	NA	2.32e-01	0.364	-1.1956203	-0.4349866	141.96	RBM22	RNA binding motif protein 22
85027	NA	4.88e-01	0.476	-0.6936292	-0.3304023	30.1	SMIM3	small integral membrane protein 3
91975	NA	3.70e-01	0.703	-0.8968557	-0.6303458	41.05	ZNF300	zinc finger protein 300
134466	NA	8.07e-01	0.583	-0.2441225	-0.1424357	22.4	ZNF300P1	zinc finger protein 300 pseudogene 1
2878	NA	8.87e-03	0.403	2.6168784	1.0535566	88.12	GPX3	glutathione peroxidase 3
26112	NA	9.37e-01	0.375	0.0785787	0.0294894	53.6	CCDC69	coiled-coil domain containing 69
2196	NA	2.72e-01	0.445	-1.0990986	-0.4894579	132.58	FAT2	FAT atypical cadherin 2
105378231	NA	4.09e-01	0.736	-0.8256873	-0.6077065	14.92	LOC105378231	uncharacterized LOC105378231
101927096	NA	7.07e-01	0.583	0.3754445	0.2188562	24.17	CLMAT3	colorectal liver metastasis associated transcript 3
475	NA	6.54e-01	0.606	-0.4488107	-0.2720404	32.44	ATOX1	antioxidant 1 copper chaperone
105378235	NA	3.49e-01	0.559	0.9368274	0.5239095	15.05	ATOX1-AS1	ATOX1 antisense RNA 1
100652758	NA	7.67e-01	0.648	-0.2957107	-0.1916789	21.94	LOC100652758	uncharacterized LOC100652758
2741	NA	6.89e-01	1.072	-0.4002334	-0.429122	14.98	GLRA1	glycine receptor alpha 1
56923	NA	3.63e-01	0.715	0.9090328	0.6501291	27	NMUR2	neuromedin U receptor 2
101927134	NA	1.20e-01	0.723	1.5542514	1.1229926	18.76	LINC01470	long intergenic non-protein coding RNA 1470
10827	NA	7.23e-01	0.281	0.3539916	0.0993527	106.52	FAM114A2	family with sequence similarity 114 member A2
4238	NA	4.87e-02	0.334	1.971214	0.6581359	168.33	MFAP3	microfibril associated protein 3
55568	NA	9.13e-01	0.305	-0.10937	-0.0333823	155.46	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
107986465	NA	2.83e-01	0.453	1.0744003	0.4863516	27.07	LOC107986465	uncharacterized LOC107986465
386627	NA	5.03e-01	0.688	0.6699548	0.4606775	34.53	SAP30L-AS1	SAP30L antisense RNA 1 (head to head)
112267936	NA	2.13e-01	0.726	1.2459479	0.9040263	15.84	LOC112267936	uncharacterized LOC112267936
10826	NA	3.02e-01	0.314	1.0324177	0.3245757	188.26	FAXDC2	fatty acid hydroxylase domain containing 2
9337	NA	9.96e-01	0.433	0.0050475	0.0021859	167.81	CNOT8	CCR4-NOT transcription complex subunit 8
25929	NA	1.70e-01	0.255	1.3706801	0.349806	151.43	GEMIN5	gem nuclear organelle associated protein 5
29093	NA	9.58e-01	0.517	-0.052139	-0.0269327	51.64	MRPL22	mitochondrial ribosomal protein L22
285643	NA	9.94e-01	0.752	0.0079678	0.0059953	26.32	KIF4B	kinesin family member 4B
6444	NA	5.73e-01	0.373	0.563772	0.2103302	148.71	SGCD	sarcoglycan delta
105377673	NA	6.71e-01	0.661	0.4253402	0.2809621	27.62	LOC105377673	uncharacterized LOC105377673
26762	NA	9.67e-01	1.06	-0.0412985	-0.0437766	15.05	HAVCR1	hepatitis A virus cellular receptor 1
84868	NA	9.52e-01	0.492	0.060363	0.0297013	49.91	HAVCR2	hepatitis A virus cellular receptor 2
9443	NA	2.01e-01	0.355	-1.2793962	-0.4540541	89.18	MED7	mediator complex subunit 7
3702	NA	6.98e-01	0.872	0.387937	0.338148	26.37	ITK	IL2 inducible T cell kinase
408263	NA	4.96e-02	0.402	-1.9631804	-0.7893588	47.18	FNDC9	fibronectin type III domain containing 9
102724404	NA	3.08e-01	0.874	1.0193194	0.8913258	17.14	NIPAL4-DT	NIPAL4 divergent transcript
348938	NA	3.00e-01	0.648	-1.0369422	-0.6714944	39.62	NIPAL4	NIPA like domain containing 4
8728	NA	2.48e-01	0.331	-1.1548745	-0.3827125	111.26	ADAM19	ADAM metallopeptidase domain 19
54974	NA	8.85e-01	0.443	0.1441328	0.0639039	30.58	THG1L	tRNA-histidine guanylyltransferase 1 like
134353	NA	5.88e-01	0.467	0.5416318	0.252692	85.36	LSM11	LSM11, U7 small nuclear RNA associated
134510	NA	9.92e-01	0.535	0.0097095	0.0051941	117.87	UBLCP1	ubiquitin like domain containing CTD phosphatase 1
105377685	NA	9.92e-01	0.979	-0.0102852	-0.0100661	27.11	LOC105377685	uncharacterized LOC105377685
105377684	NA	9.57e-01	1.091	-0.0544949	-0.0594585	19.73	LOC105377684	uncharacterized LOC105377684
147	NA	4.92e-01	0.498	-0.6870653	-0.3424013	63.62	ADRA1B	adrenoceptor alpha 1B
101927790	NA	3.34e-01	0.958	0.966422	0.9255818	21.67	LOC101927790	uncharacterized LOC101927790
2172	NA	3.97e-01	0.967	-0.8472591	-0.8194396	14.11	FABP6	fatty acid binding protein 6
79616	NA	9.37e-01	0.672	0.0789892	0.053082	38.86	CCNJL	cyclin J like
105377691	NA	9.86e-01	1.068	-0.0170335	-0.0181904	13.01	LOC105377691	uncharacterized LOC105377691
114898	NA	4.56e-01	0.919	0.7457336	0.6851876	10.81	C1QTNF2	C1q and TNF related 2
63920	NA	7.25e-01	0.443	0.3513015	0.1555839	48.56	FAM200C	family with sequence similarity 200 member C
9232	NA	8.39e-01	0.844	-0.2034871	-0.1718017	10.45	PTTG1	PTTG1 regulator of sister chromatid separation, securin
23120	NA	8.58e-01	0.445	-0.1787609	-0.0795259	160.63	ATP10B	ATPase phospholipid transporting 10B (putative)
105377694	NA	1.99e-01	0.415	1.2858212	0.5339175	78.03	LOC105377694	uncharacterized LOC105377694
2559	NA	5.42e-01	1.003	0.6097408	0.6118235	11.67	GABRA6	gamma-aminobutyric acid type A receptor subunit alpha6
105377700	NA	8.74e-01	0.804	0.1584033	0.1273983	15.79	LOC105377700	uncharacterized LOC105377700
900	NA	7.63e-01	0.367	-0.3020259	-0.1108592	194.81	CCNG1	cyclin G1
134492	NA	9.00e-01	0.357	-0.12509	-0.0446309	100.11	NUDCD2	NudC domain containing 2
27430	NA	4.64e-01	0.469	0.7327522	0.3434677	145.91	MAT2B	methionine adenosyltransferase 2B
105377703	NA	1.47e-01	0.521	1.4512494	0.7563174	37.32	LINC03000	long intergenic non-protein coding RNA 3000
102546299	NA	7.87e-01	0.869	0.2705814	0.2351346	9.39	LOC102546299	uncharacterized LOC102546299
105377701	NA	2.16e-01	0.914	1.2374846	1.1316421	36.81	LINC01938	long intergenic non-protein coding RNA 1938
105377709	NA	5.82e-01	0.486	-0.5500028	-0.2675276	26.8	LOC105377709	uncharacterized LOC105377709
5917	NA	5.62e-01	0.392	-0.5801978	-0.2271573	181.13	RARS1	arginyl-tRNA synthetase 1
345630	NA	1.77e-01	0.626	-1.3498396	-0.8444131	38.33	FBLL1	fibrillarin like 1
101927969	NA	7.85e-01	0.535	-0.272719	-0.1460131	17.94	SLIT3-AS2	SLIT3 antisense RNA 2
107986470	NA	8.56e-01	0.825	-0.181794	-0.149954	18.61	LOC107986470	
105377714	NA	8.48e-01	1.257	0.1915423	0.2407288	10.34	LOC105377714	uncharacterized LOC105377714
54908	NA	5.32e-02	0.49	-1.9334324	-0.9477042	187.5	SPDL1	spindle apparatus coiled-coil protein 1
100131897	NA	8.37e-01	0.314	-0.206022	-0.0646436	69.09	INSYN2B	inhibitory synaptic factor family member 2B
3937	NA	5.81e-01	0.449	0.5524307	0.2477863	69.51	LCP2	lymphocyte cytosolic protein 2
30820	NA	5.66e-01	0.446	-0.5736957	-0.2558021	62.22	KCNIP1	potassium voltage-gated channel interacting protein 1
3779	NA	6.97e-01	0.788	0.3898241	0.3073189	21.28	KCNMB1	potassium calcium-activated channel subfamily M regulatory beta subunit 1
64901	NA	6.51e-01	0.36	0.451981	0.1628113	79.15	RANBP17	RAN binding protein 17
8817	NA	3.73e-01	1.168	-0.8915929	-1.0412457	9.43	FGF18	fibroblast growth factor 18
107986476	NA	9.95e-01	1.623	-0.0062619	-0.010161	23.65	LOC107986476	uncharacterized LOC107986476
6793	NA	8.47e-01	0.4	0.1932326	0.0773572	91.3	STK10	serine/threonine kinase 10
107986477	NA	8.64e-01	0.871	0.1716049	0.1495428	11.14	LOC107986477	replaced by ID 6793
92181	NA	9.04e-01	0.377	-0.1211409	-0.0456472	90.83	UBTD2	ubiquitin domain containing 2
285590	NA	1.68e-01	0.277	1.3791423	0.3816649	208.2	SH3PXD2B	SH3 and PX domains 2B
54492	NA	9.31e-01	0.356	-0.0870217	-0.0309371	134.03	NEURL1B	neuralized E3 ubiquitin protein ligase 1B
1843	NA	5.95e-01	0.493	-0.5310658	-0.2615953	180.8	DUSP1	dual specificity phosphatase 1
105377730	NA	9.25e-01	1.129	0.0941468	0.1062651	22.79	LOC105377730	uncharacterized LOC105377730
51121	NA	5.49e-01	0.571	-0.599937	-0.3426833	42.88	RPL26L1	ribosomal protein L26 like 1
100268168	NA	9.06e-01	0.988	-0.1182077	-0.1168246	13.14	RPL26L1-AS1	RPL26L1 antisense RNA 1
8992	NA	9.69e-01	0.482	0.0386332	0.0186235	95.22	ATP6V0E1	ATPase H+ transporting V0 subunit e1
662	NA	6.61e-01	0.564	0.4391188	0.2476636	31.21	BNIP1	BCL2 interacting protein 1
8614	NA	9.78e-01	0.967	-0.0275044	-0.0265999	26.57	STC2	stanniocalcin 2
105377732	NA	8.45e-01	0.974	0.1954922	0.1904141	26.11	LOC105377732	uncharacterized LOC105377732
285593	NA	9.46e-01	0.894	0.0680259	0.0608241	21.11	LINC02995	long intergenic non-protein coding RNA 2995
105377735	NA	8.20e-01	0.632	-0.2272862	-0.1435972	22.73	LOC105377735	
91272	NA	9.95e-01	0.304	-0.0061471	-0.0018686	110.51	BOD1	biorientation of chromosomes in cell division 1
107984118	NA	6.78e-01	1.036	0.4154424	0.430354	14.77	LOC107984118	uncharacterized LOC107984118
102724551	NA	2.09e-01	0.43	1.2563775	0.5402573	74.88	LOC102724551	uncharacterized LOC102724551
101928176	NA	2.08e-01	0.731	1.2583879	0.9199219	25.3	LINC01411	long intergenic non-protein coding RNA 1411
1812	NA	6.27e-01	0.47	0.4858305	0.228367	82.51	DRD1	dopamine receptor D1
94081	NA	5.43e-01	0.368	0.6077162	0.2239045	162.46	SFXN1	sideroflexin 1
3274	NA	7.01e-01	0.352	-0.3843589	-0.1353768	135.95	HRH2	histamine receptor H2
105377743	NA	2.57e-01	0.499	1.1328849	0.5658044	38.23	LOC105377743	uncharacterized LOC105377743
105377744	NA	8.17e-01	0.502	0.2317738	0.1162529	33.69	LOC105377744	uncharacterized LOC105377744
107986485	NA	9.70e-01	0.801	-0.0377631	-0.0302561	45.13	LOC107986485	
84321	NA	9.42e-01	0.434	-0.0723925	-0.0314283	40.04	THOC3	THO complex subunit 3
100996385	NA	4.00e-01	0.682	-0.8417922	-0.5744296	15.54	LOC100996385	uncharacterized LOC100996385
202134	NA	4.61e-01	0.402	-0.7368118	-0.2963114	200.63	FAM153B	family with sequence similarity 153 member B
100507387	NA	7.33e-01	0.524	-0.3411779	-0.178923	62.67	LOC100507387	replaced by ID 202134
107986487	NA	3.72e-01	0.642	0.8933568	0.5731342	11.17	LOC107986487	uncharacterized LOC107986487
643201	NA	9.80e-01	0.718	-0.0253407	-0.0181856	27.87	LOC643201	centrosomal protein 192kDa pseudogene
375484	NA	3.19e-01	0.247	0.9971797	0.2460163	164.6	SIMC1	SUMO interacting motifs containing 1
51491	NA	7.79e-01	0.507	0.2809612	0.1425313	44.19	NOP16	NOP16 nucleolar protein
192286	NA	6.06e-01	0.383	-0.5160358	-0.1976603	63.82	HIGD2A	HIG1 hypoxia inducible domain family member 2A
1212	NA	2.89e-01	0.34	-1.0606422	-0.3602343	157.02	CLTB	clathrin light chain B
23197	NA	5.70e-01	0.281	0.5686964	0.1599298	188.86	FAF2	Fas associated factor family member 2
22838	NA	3.56e-01	0.25	0.9226121	0.2308166	134.1	RNF44	ring finger protein 44
112267951	NA	7.80e-01	0.726	0.2787865	0.2023339	14.28	LOC112267951	
54825	NA	3.69e-01	0.539	0.8992034	0.4850561	60.03	CDHR2	cadherin related family member 2
114787	NA	3.88e-01	0.41	-0.8636979	-0.3541307	157.22	GPRIN1	G protein regulated inducer of neurite outgrowth 1
253314	NA	9.13e-01	0.915	-0.1093701	-0.1000283	17.27	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B
26262	NA	7.34e-01	0.394	0.3403669	0.1339942	63.01	TSPAN17	tetraspanin 17
3101	NA	6.85e-01	0.69	0.4054106	0.2796807	31.97	HK3	hexokinase 3
23567	NA	9.18e-01	0.252	0.1034831	0.0261165	187.17	ZNF346	zinc finger protein 346
53917	NA	6.55e-01	0.367	-0.4468323	-0.1641153	61.83	RAB24	RAB24, member RAS oncogene family
27166	NA	3.35e-01	0.309	0.9632012	0.2977728	58.96	PRELID1	PRELI domain containing 1
83463	NA	6.96e-01	0.361	-0.3905356	-0.1411343	38.44	MXD3	MAX dimerization protein 3
10960	NA	3.34e-01	0.296	-0.9652451	-0.2857968	114.57	LMAN2	lectin, mannose binding 2
10636	NA	1.52e-01	0.554	1.4317301	0.7929104	55.64	RGS14	regulator of G protein signaling 14
6569	NA	9.19e-01	1.595	0.102072	0.1628525	31.52	SLC34A1	solute carrier family 34 member 1
2161	NA	9.56e-01	0.653	0.0548288	0.0358165	17.76	F12	coagulation factor XII
2870	NA	1.65e-01	0.335	-1.3899185	-0.4656088	87.76	GRK6	G protein-coupled receptor kinase 6
80758	NA	3.78e-01	0.49	-0.8810128	-0.4313886	75.94	PRR7	proline rich 7, synaptic
9260	NA	7.48e-01	0.532	-0.3206686	-0.1704961	34.85	PDLIM7	PDZ and LIM domain 7
79930	NA	6.28e-01	0.645	-0.4850867	-0.3128668	28.66	DOK3	docking protein 3
